"filename", "language", "JSON", "Markdown", "JavaScript", "Batch", "HTML", "Vue", "XML", "YAML", "SCSS", "comment", "blank", "total"
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/star.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/swagger.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/switch.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/system.svg", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/tab.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/table.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/textarea.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/theme.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/time-range.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/time.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/tool.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/tree-table.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/tree.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/upload.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/user.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/validCode.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/wechat.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svg/zip.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/icons/svgo.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 5, 23
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/images/dark.svg", "XML", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 39
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/images/light.svg", "XML", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 39
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/btn.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 17, 100
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/element-ui.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 71, 6, 15, 92
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/element-variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 9, 32
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 148, 1, 34, 183
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/mixin.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 11, 67
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/ruoyi.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 227, 13, 38, 278
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/sidebar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 180, 6, 42, 228
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/transition.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 10, 50
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/assets/styles/variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 30, 18, 7, 55
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Breadcrumb/index.vue", "Vue", 0, 0, 0, 0, 0, 67, 0, 0, 0, 2, 6, 75
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/day.vue", "Vue", 0, 0, 0, 0, 0, 144, 0, 0, 0, 9, 9, 162
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/hour.vue", "Vue", 0, 0, 0, 0, 0, 103, 0, 0, 0, 7, 5, 115
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/index.vue", "Vue", 0, 0, 0, 0, 0, 406, 0, 0, 0, 12, 13, 431
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/min.vue", "Vue", 0, 0, 0, 0, 0, 103, 0, 0, 0, 7, 6, 116
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/month.vue", "Vue", 0, 0, 0, 0, 0, 103, 0, 0, 0, 7, 5, 115
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/result.vue", "Vue", 0, 0, 0, 0, 0, 472, 0, 0, 0, 74, 14, 560
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/second.vue", "Vue", 0, 0, 0, 0, 0, 106, 0, 0, 0, 7, 5, 118
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/week.vue", "Vue", 0, 0, 0, 0, 0, 185, 0, 0, 0, 9, 9, 203
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Crontab/year.vue", "Vue", 0, 0, 0, 0, 0, 117, 0, 0, 0, 8, 7, 132
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/DictData/index.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 3, 49
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/DictTag/index.vue", "Vue", 0, 0, 0, 0, 0, 86, 0, 0, 0, 4, 3, 93
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Editor/index.vue", "Vue", 0, 0, 0, 0, 0, 250, 0, 0, 0, 15, 8, 273
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/FileUpload/index.vue", "Vue", 0, 0, 0, 0, 0, 190, 0, 0, 0, 21, 5, 216
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/Hamburger/index.vue", "Vue", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 4, 45
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/HeaderSearch/index.vue", "Vue", 0, 0, 0, 0, 0, 168, 0, 0, 0, 9, 13, 190
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/IconSelect/index.vue", "Vue", 0, 0, 0, 0, 0, 101, 0, 0, 0, 1, 3, 105
"/home/winter/data/workspace_idea/RuoYi-Vue/ruoyi-ui/src/components/IconSelect/requireIcons.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 5, 12
